date,month,region,category,unit Sold,sales
8/25/2024,August,Asia,Kids,37,1672.77
1/26/2024,January,North America,Accessories,63,6182.39
8/1/2023,August,South America,Accessories,66,6394.22
11/8/2024,November,South America,Kids,40,3279.43
8/22/2023,August,Africa,Men,78,7479.82
3/5/2024,March,North America,Women,61,1734.23
5/12/2024,May,Asia,Kids,95,7370.39
9/16/2024,September,South America,Footwear,6,233.7
4/6/2025,April,North America,Women,25,1881.91
8/9/2023,August,South America,Footwear,46,2007.92
2/22/2024,February,Australia,Kids,31,1117.48
7/5/2023,July,South America,Men,80,7703.32
6/20/2023,June,Asia,Footwear,63,1820.05
6/30/2024,June,Europe,Kids,91,7122.68
6/15/2024,June,Africa,Women,94,6647.73
6/12/2023,June,Africa,Men,68,2537.28
7/12/2023,July,Asia,Footwear,39,1998.78
8/19/2023,August,South America,Kids,80,1829.19
9/8/2023,September,North America,Men,36,3344.72
7/25/2024,July,South America,Men,7,679.92
2/25/2024,February,Asia,Accessories,85,6453.34
2/19/2024,February,Africa,Men,66,5705.56
5/26/2025,May,South America,Kids,55,958.96
11/12/2023,November,Africa,Women,72,3208.12
1/29/2025,January,North America,Accessories,42,1670.47
3/31/2025,March,Africa,Kids,27,1642.83
9/20/2024,September,Africa,Kids,2,53
1/1/2024,January,Europe,Kids,70,4249.3
7/26/2023,July,Europe,Footwear,4,275.57
3/9/2024,March,Australia,Footwear,21,460.15
12/30/2024,December,Europe,Women,1,21.85
4/14/2025,April,Africa,Kids,38,501.15
7/11/2024,July,Asia,Footwear,60,4708.82
6/27/2023,June,Africa,Footwear,76,3024.1
12/4/2023,December,Asia,Footwear,91,2756.19
9/3/2024,September,Asia,Women,14,1120.4
3/24/2024,March,Europe,Women,79,1808.55
11/11/2024,November,South America,Kids,88,4263.29
12/31/2024,December,North America,Accessories,82,6316.53
1/22/2025,January,Europe,Kids,17,1047.96
7/18/2023,July,Europe,Footwear,73,4369.78
3/12/2025,March,South America,Footwear,47,1136.07
4/22/2024,April,North America,Men,82,2155.28
12/16/2024,December,Africa,Kids,56,3496.1
11/27/2024,November,Australia,Footwear,53,642.41
12/26/2024,December,Australia,Footwear,18,1587.97
6/10/2024,June,Africa,Accessories,69,2866.42
2/12/2025,February,Europe,Men,48,2279.78
6/12/2024,June,North America,Kids,9,299.33
1/26/2024,January,Europe,Women,54,4800.62
9/16/2023,September,Asia,Kids,35,2373.89
8/2/2023,August,Europe,Kids,46,2322.62
10/12/2024,October,Europe,Accessories,1,62.68
6/12/2024,June,Africa,Kids,41,1813.56
2/9/2025,February,Africa,Accessories,73,3788.88
1/6/2024,January,Africa,Accessories,32,1349.98
12/2/2024,December,Australia,Footwear,84,3944.7
4/17/2025,April,Asia,Women,77,2952.79
10/23/2023,October,Africa,Accessories,40,679.51
2/25/2024,February,North America,Men,11,146.97
11/7/2024,November,Australia,Men,62,1591.51
4/22/2024,April,South America,Women,46,1501.78
5/28/2025,May,North America,Accessories,48,4326.84
11/10/2023,November,North America,Women,43,2795.53
3/14/2024,March,Africa,Footwear,51,4908.58
4/18/2025,April,South America,Men,61,2474.66
5/16/2025,May,South America,Kids,42,1938.57
8/30/2023,August,Australia,Men,26,1944.22
7/8/2024,July,South America,Accessories,11,682.12
4/8/2025,April,Asia,Women,25,1437.73
9/25/2023,September,Africa,Men,40,2472.03
4/8/2024,April,South America,Kids,25,1564.3
3/6/2025,March,Australia,Kids,84,6629
6/20/2023,June,Asia,Women,75,5259.55
12/31/2024,December,Europe,Women,74,7115.71
8/9/2024,August,Europe,Men,52,4956.47
3/30/2025,March,Asia,Accessories,3,143.92
12/13/2024,December,Australia,Footwear,39,515.39
10/28/2023,October,Asia,Kids,91,1000.7
11/20/2024,November,Africa,Women,35,738.06
10/26/2023,October,Africa,Footwear,40,669.63
5/30/2025,May,Europe,Footwear,95,4142.28
10/6/2024,October,South America,Footwear,85,1254.49
2/20/2025,February,Australia,Accessories,22,1457.33
7/23/2024,July,Europe,Women,62,1681.17
5/28/2024,May,South America,Kids,19,1068.88
11/10/2024,November,South America,Women,14,269.88
1/10/2025,January,Africa,Men,50,4224.78
8/9/2023,August,North America,Kids,62,4972.17
4/23/2024,April,North America,Women,87,3896.19
8/13/2024,August,Asia,Kids,90,8275.81
5/24/2024,May,Africa,Men,43,1148.66
4/7/2024,April,South America,Kids,55,4578.99
9/1/2023,September,Australia,Footwear,40,2365.08
11/10/2024,November,North America,Accessories,12,475.95
2/26/2024,February,South America,Men,65,1143.51
1/17/2024,January,North America,Kids,34,864.21
12/1/2024,December,North America,Men,83,7275.58
12/26/2023,December,North America,Footwear,23,1486.25
12/30/2024,December,Australia,Accessories,71,2225.04
6/18/2023,June,Africa,Men,7,382.39
4/30/2024,April,Australia,Footwear,65,1280.84
10/18/2023,October,Europe,Footwear,18,340.12
4/19/2024,April,South America,Footwear,8,733.59
4/23/2024,April,Africa,Kids,89,4557.43
8/29/2023,August,Africa,Women,42,1786.72
12/17/2023,December,Africa,Men,93,8873.73
1/8/2025,January,Africa,Women,87,3994.18
4/23/2024,April,Australia,Footwear,93,3744.35
6/13/2024,June,Africa,Women,1,34.57
3/16/2025,March,Asia,Footwear,79,4807.6
3/28/2024,March,South America,Footwear,15,903.85
2/9/2025,February,Africa,Accessories,28,320.81
1/6/2024,January,South America,Accessories,36,2479.16
2/16/2024,February,Asia,Women,96,7770.97
12/18/2023,December,Asia,Men,46,3010.09
4/6/2024,April,South America,Women,77,6798.32
7/7/2023,July,North America,Men,21,732.43
3/21/2025,March,Europe,Women,49,1336.63
3/26/2024,March,North America,Kids,39,2837.45
12/12/2023,December,North America,Kids,38,1024.87
7/20/2024,July,Australia,Men,9,163.79
10/30/2023,October,North America,Accessories,20,373.91
2/12/2025,February,Africa,Men,84,6649.05
3/20/2025,March,Australia,Women,8,100.69
1/23/2025,January,Australia,Footwear,14,504.72
12/9/2024,December,Asia,Kids,62,1340.86
8/22/2024,August,North America,Footwear,84,6547.12
5/9/2025,May,Asia,Kids,35,1936
3/28/2025,March,South America,Women,55,1567.19
2/9/2025,February,Europe,Kids,45,3489.16
12/21/2024,December,Australia,Men,21,1628.19
11/26/2024,November,South America,Footwear,53,3024.82
11/8/2024,November,South America,Footwear,54,1880.63
6/26/2023,June,Africa,Women,86,5397.78
8/25/2023,August,Europe,Footwear,43,4042.76
8/25/2024,August,South America,Women,6,87.88
7/27/2023,July,South America,Accessories,55,1871.4
8/3/2023,August,Europe,Men,44,1568.48
12/14/2024,December,Europe,Kids,91,6084.54
9/21/2024,September,South America,Kids,68,4665.13
5/7/2025,May,Europe,Kids,4,114.27
12/23/2023,December,South America,Accessories,63,1855.29
9/23/2023,September,South America,Men,92,8605.6
9/19/2023,September,Africa,Footwear,91,7104.09
11/8/2024,November,North America,Footwear,58,5456.89
8/5/2024,August,South America,Men,54,4572.16
3/13/2024,March,Asia,Men,81,3741.44
1/26/2024,January,Australia,Kids,38,796.92
11/17/2023,November,North America,Footwear,60,3999.57
9/3/2023,September,North America,Men,52,2167.32
3/11/2024,March,North America,Footwear,29,1400.33
5/26/2024,May,Africa,Men,40,1933.17
8/14/2023,August,South America,Women,71,6694.36
1/24/2024,January,Africa,Kids,8,129.58
11/27/2023,November,South America,Men,97,2655.8
12/16/2023,December,Africa,Accessories,96,6212.63
3/7/2024,March,Africa,Men,35,3133.84
1/28/2025,January,Australia,Women,82,7594.42
9/15/2024,September,Asia,Accessories,16,964.52
3/7/2025,March,Africa,Accessories,18,235.99
7/18/2024,July,Australia,Men,59,2516.9
6/26/2023,June,Europe,Women,89,8249.85
11/19/2023,November,Asia,Accessories,34,1869.83
11/29/2024,November,Africa,Kids,4,301.58
6/19/2023,June,North America,Kids,69,2361.69
7/15/2023,July,Europe,Footwear,78,955.55
6/18/2024,June,Europe,Footwear,65,4033.41
11/1/2024,November,Australia,Women,61,5194.05
7/1/2023,July,Europe,Accessories,86,8524.68
7/25/2024,July,Asia,Kids,46,3965.04
9/9/2023,September,Africa,Kids,21,1257.05
10/16/2024,October,Africa,Women,77,4988.48
1/16/2025,January,North America,Accessories,93,7828.25
3/10/2025,March,Australia,Women,38,447.75
11/28/2023,November,North America,Men,73,6982.3
4/2/2025,April,Europe,Kids,97,5607.56
3/17/2025,March,North America,Women,86,8228.88
6/15/2024,June,Asia,Women,81,6383.34
4/10/2025,April,Africa,Men,60,1422.52
7/10/2024,July,Europe,Footwear,87,2163.98
10/25/2023,October,North America,Kids,36,1505.81
12/3/2023,December,Australia,Women,6,202.55
5/5/2025,May,Asia,Kids,39,1931.94
1/10/2024,January,Asia,Footwear,29,1866.19
5/7/2024,May,North America,Women,27,1330.89
8/16/2024,August,Africa,Men,69,1040.37
11/12/2024,November,North America,Kids,9,880.26
3/25/2025,March,Europe,Men,24,1158.26
7/17/2024,July,North America,Footwear,63,5455.6
7/22/2024,July,Asia,Footwear,19,316.46
8/16/2023,August,North America,Kids,97,8041.87
11/30/2023,November,Africa,Footwear,30,768.19
8/8/2023,August,Australia,Accessories,58,4126.49
6/23/2023,June,South America,Kids,40,2782.5
6/1/2024,June,North America,Accessories,68,6248.02
11/20/2024,November,Africa,Footwear,32,1243.55
10/18/2024,October,Africa,Kids,65,1287.41
9/19/2023,September,Australia,Accessories,34,2985.57
2/2/2025,February,Asia,Footwear,85,3386.57
8/27/2024,August,Africa,Women,31,958.77
4/20/2025,April,Africa,Women,59,3171.77
5/4/2025,May,Africa,Men,78,1805.87
5/25/2024,May,Africa,Women,26,954.89
8/10/2023,August,Europe,Accessories,22,982.86
2/5/2025,February,Europe,Women,34,1188.4
8/30/2024,August,Asia,Kids,97,4900.77
1/29/2025,January,North America,Kids,13,580.04
6/20/2024,June,Africa,Kids,96,7652.47
6/26/2023,June,Australia,Women,55,5096.12
10/19/2024,October,North America,Women,8,152.66
9/15/2023,September,Australia,Men,62,5214.03
2/25/2024,February,North America,Footwear,22,2064.91
9/20/2023,September,Asia,Men,56,4020.53
7/28/2024,July,Africa,Accessories,84,8372.93
7/27/2023,July,Africa,Kids,21,843.23
4/9/2025,April,South America,Women,98,8303.33
12/30/2023,December,Australia,Footwear,49,3461.03
7/10/2023,July,North America,Footwear,94,3676.21
2/12/2025,February,North America,Women,6,440.53
7/30/2023,July,Europe,Men,35,1955.31
4/16/2025,April,South America,Footwear,27,729.21
8/8/2023,August,Europe,Men,84,2154.53
12/5/2024,December,Europe,Women,40,2968.24
5/17/2024,May,Europe,Men,14,1037.03
10/15/2024,October,Australia,Kids,74,4274.95
1/29/2024,January,Australia,Women,52,2866.63
8/17/2023,August,Asia,Women,79,2070.07
7/13/2023,July,Asia,Footwear,40,1945.43
2/3/2025,February,Europe,Footwear,43,3802.31
6/16/2024,June,South America,Footwear,58,5041.68
7/10/2024,July,North America,Kids,3,208.45
7/14/2024,July,Australia,Kids,15,1496.43
7/30/2024,July,South America,Accessories,45,4067.37
8/18/2023,August,Africa,Women,95,2191.72
4/12/2025,April,Australia,Footwear,11,505.15
5/14/2024,May,Australia,Women,39,853.1
9/17/2024,September,Asia,Men,19,987.01
7/6/2024,July,North America,Kids,79,6310.08
9/12/2024,September,North America,Accessories,20,480.42
12/1/2023,December,Africa,Men,86,7674.47
2/16/2024,February,Africa,Women,71,4346.28
9/30/2023,September,Australia,Kids,56,4334.68
5/4/2024,May,Europe,Footwear,78,1096.99
7/20/2023,July,Asia,Men,4,73.78
5/20/2025,May,Asia,Kids,9,592.9
3/27/2025,March,Australia,Women,25,2135.93
2/2/2024,February,South America,Women,47,4166.45
11/23/2023,November,Europe,Men,99,7123.37
12/9/2023,December,Australia,Men,49,1376.14
7/10/2024,July,Europe,Men,27,743.9
8/15/2023,August,Europe,Accessories,28,2501.03
1/2/2024,January,Europe,Footwear,88,1776.82
8/12/2023,August,Australia,Kids,97,6959.4
4/25/2024,April,Asia,Women,97,5627.51
12/9/2023,December,Asia,Women,62,2971.52
9/5/2023,September,Europe,Footwear,16,794.08
2/23/2024,February,South America,Men,87,8270.97
5/25/2025,May,North America,Men,46,4026.37
8/9/2024,August,Australia,Women,75,6588.64
7/31/2024,July,North America,Footwear,46,2143.4
1/2/2024,January,South America,Women,40,785.13
3/16/2025,March,Australia,Men,83,8283.86
11/5/2023,November,Europe,Kids,34,784.75
12/3/2023,December,Asia,Men,87,4907.01
10/9/2024,October,North America,Kids,10,338.16
3/27/2024,March,Africa,Accessories,1,55.97
12/5/2024,December,Africa,Footwear,66,2471.3
6/26/2023,June,South America,Accessories,86,7801.9
2/15/2025,February,Europe,Men,17,1651.56
2/1/2024,February,North America,Footwear,47,2204.57
1/15/2024,January,Europe,Men,24,391.61
12/7/2024,December,North America,Footwear,50,3485.01
6/6/2024,June,South America,Footwear,85,3731.19
2/18/2024,February,South America,Men,29,2863.38
10/13/2024,October,Africa,Men,78,1407.41
7/30/2024,July,Europe,Footwear,72,1491.94
12/29/2023,December,Australia,Footwear,94,6857.12
11/22/2023,November,Africa,Men,86,6731.95
9/23/2024,September,Europe,Men,87,4558.68
10/9/2024,October,Africa,Women,13,454.4
6/27/2024,June,Australia,Women,64,2424.51
1/9/2024,January,Asia,Women,28,1131.69
12/21/2023,December,Asia,Accessories,94,2845.89
2/23/2024,February,Asia,Footwear,5,432.79
3/4/2024,March,Asia,Kids,74,1173.41
11/14/2023,November,North America,Accessories,9,419.9
7/16/2024,July,Asia,Footwear,14,1081.98
1/23/2024,January,Australia,Kids,10,103.44
10/7/2024,October,South America,Women,33,2937.76
2/1/2025,February,South America,Kids,75,5517.48
9/20/2024,September,North America,Men,40,664.15
6/26/2023,June,Asia,Men,6,543.3
11/25/2024,November,Asia,Footwear,17,915.58
8/13/2023,August,Asia,Accessories,36,2473.26
11/20/2024,November,Africa,Women,70,6256.81
1/25/2024,January,Europe,Footwear,61,5447.58
10/29/2024,October,Africa,Women,74,3462.24
7/24/2023,July,Europe,Men,49,1538.21
9/4/2024,September,Asia,Accessories,69,2288.59
7/6/2023,July,Asia,Accessories,83,6551.58
8/15/2024,August,Africa,Men,71,6649.06
11/4/2023,November,Africa,Kids,24,396.02
11/23/2024,November,Europe,Accessories,51,578.94
7/27/2023,July,South America,Kids,42,3530.69
5/1/2024,May,Europe,Women,19,851.09
4/7/2025,April,Africa,Accessories,62,2162.59
10/3/2023,October,Australia,Men,75,2021.52
4/21/2024,April,Africa,Kids,67,2759.28
2/2/2025,February,Australia,Women,30,2922.96
1/27/2024,January,North America,Women,38,3721.61
1/7/2024,January,Africa,Accessories,6,239.02
8/19/2024,August,North America,Accessories,99,9576.48
2/3/2025,February,South America,Footwear,22,813.73
6/4/2025,June,Europe,Footwear,11,955.94
3/3/2024,March,Australia,Accessories,72,2093.79
11/6/2024,November,Europe,Footwear,91,7678.93
10/7/2024,October,North America,Men,29,1213.24
7/30/2024,July,Australia,Men,8,220.92
8/22/2024,August,Europe,Footwear,87,8189.33
4/1/2025,April,Africa,Accessories,93,2722.72
5/24/2025,May,Asia,Men,80,7941.21
8/8/2024,August,North America,Women,35,692.01
3/27/2025,March,Europe,Accessories,72,784.93
6/11/2024,June,North America,Kids,72,6362.74
11/11/2023,November,North America,Kids,45,2825.75
2/21/2024,February,Australia,Accessories,33,1582.23
3/15/2024,March,Australia,Footwear,5,86.88
4/20/2024,April,Asia,Men,62,3827.9
1/21/2024,January,Africa,Men,37,1681.11
8/4/2023,August,North America,Accessories,17,909.94
4/5/2025,April,Europe,Women,22,1468.18
12/11/2023,December,South America,Footwear,78,5272.33
7/19/2023,July,North America,Women,32,3086.53
9/23/2024,September,North America,Accessories,14,965.37
6/29/2023,June,Asia,Accessories,20,810.93
8/14/2023,August,Africa,Women,22,872.67
7/31/2024,July,South America,Kids,30,1588.33
8/4/2024,August,Australia,Accessories,54,1800.33
3/8/2024,March,Australia,Footwear,33,1448.02
5/17/2024,May,Europe,Women,5,428.95
8/25/2023,August,South America,Kids,18,1572.81
9/1/2023,September,Australia,Women,63,4189.58
9/29/2024,September,Europe,Kids,46,2872.96
4/3/2024,April,Africa,Kids,7,339.07
2/11/2025,February,Europe,Footwear,29,1949.7
5/30/2024,May,Australia,Accessories,57,4705.05
12/18/2023,December,Asia,Kids,47,3591.09
10/27/2024,October,Asia,Accessories,9,118.72
7/6/2024,July,Asia,Footwear,59,4472.3
7/29/2023,July,Australia,Accessories,71,5310.47
1/5/2025,January,Asia,Men,71,1342.55
1/23/2024,January,South America,Kids,43,1011.46
10/4/2024,October,Africa,Footwear,59,4773.79
5/15/2024,May,Europe,Women,6,361.85
9/11/2024,September,Europe,Footwear,53,4449.17
6/8/2025,June,Australia,Kids,64,1704.13
4/28/2025,April,Asia,Footwear,91,1160.73
11/12/2023,November,Asia,Women,4,98.3
12/19/2024,December,North America,Men,1,50.73
7/30/2024,July,Africa,Kids,70,3996.74
2/14/2025,February,South America,Kids,31,2702.99
12/11/2024,December,Europe,Footwear,65,4839.77
5/2/2025,May,North America,Accessories,69,6840.33
5/6/2024,May,North America,Accessories,19,324.61
3/16/2024,March,Australia,Women,69,1498.67
12/13/2024,December,Europe,Men,69,1213.85
2/11/2024,February,Australia,Men,49,2864.6
9/7/2024,September,South America,Footwear,31,1054.54
2/7/2024,February,North America,Footwear,60,4291.62
12/3/2024,December,North America,Accessories,71,1557.89
11/23/2023,November,Africa,Men,79,1523.69
10/2/2024,October,South America,Men,55,2827.82
9/24/2024,September,North America,Men,77,3374.98
4/29/2024,April,South America,Women,76,6431.49
11/30/2023,November,Europe,Women,83,7086.53
2/1/2024,February,Asia,Footwear,77,1583.78
4/29/2024,April,North America,Accessories,91,7562.92
8/25/2023,August,Africa,Kids,38,2309.44
11/16/2024,November,Europe,Accessories,33,1825.57
12/1/2023,December,South America,Women,6,111.17
12/21/2024,December,Australia,Women,13,995.37
7/17/2023,July,Europe,Footwear,77,1183.26
8/21/2024,August,North America,Kids,77,2694.4
10/10/2023,October,South America,Men,20,371.78
5/28/2024,May,Asia,Kids,37,2137.46
2/21/2024,February,Europe,Kids,45,3063.18
4/20/2025,April,North America,Kids,73,6582.92
6/11/2024,June,Africa,Footwear,81,6159.93
4/26/2025,April,Australia,Women,99,9553.44
7/9/2023,July,South America,Men,59,4630.64
4/4/2025,April,Europe,Kids,52,1914.98
8/16/2023,August,Europe,Men,18,1067.09
5/27/2024,May,Asia,Kids,25,1280.36
2/20/2024,February,Asia,Women,79,4814.04
8/28/2024,August,Africa,Men,87,5349.46
4/21/2024,April,Australia,Accessories,1,73.19
4/6/2024,April,Africa,Women,41,716.43
2/4/2025,February,North America,Men,18,1389.73
11/22/2024,November,North America,Kids,1,22.94
1/26/2024,January,Africa,Kids,39,481.99
3/17/2024,March,Australia,Women,74,4195.91
9/27/2024,September,Africa,Women,31,1932.32
3/14/2025,March,Australia,Kids,71,932.7
1/15/2025,January,Australia,Men,38,2142.57
7/27/2024,July,South America,Accessories,8,464.89
3/17/2024,March,Australia,Footwear,34,500.63
1/18/2024,January,Asia,Women,73,5405.12
5/13/2024,May,Australia,Kids,89,2574.42
4/26/2024,April,Australia,Men,27,2200.54
7/21/2024,July,Australia,Women,41,1556.93
1/12/2025,January,North America,Men,7,371.07
10/27/2024,October,Asia,Women,32,2888.53
9/12/2023,September,Asia,Kids,73,6026.6
4/5/2024,April,Africa,Men,81,6509.79
6/30/2023,June,South America,Kids,99,2419.47
